"","name","Year_in","Year_out","Type","City","Organization","Unit","is_elite"
"1268","Дубровский",2011,2014,"Работа","Магнитогорск, Челябинская область, РФ","Магнитогорский металлургический комбинат",NA,"до"
"1269","Дубровский",2014,2019,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","Губернатор","элита"
"1270","Дубровский",2019,2021,"Уголовное дело","Швейцария","Уголовное преследование",NA,"после"
"1271","Редин",1969,NA,"Родился","Магнитогорск, Челябинская область, РФ",NA,NA,"до"
"1272","Редин",1988,1993,"Учеба","Магнитогорск, Челябинская область, РФ","Магнитогорский государственный технический университет","Институт металлургии, машиностроения и материалообработки","до"
"1273","Редин",1993,1995,"Работа","Магнитогорск, Челябинская область, РФ","Магнитогорский металлургический комбинат",NA,"до"
"1274","Редин",2006,2009,"Работа","Челябинск, Челябинская область, РФ","Законодательное Собрание","Фракция Единая Россия","до"
"1275","Редин",2009,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"1276","Редин",2010,2014,"Работа","Магнитогорск, Челябинская область, РФ","Магнитогорский металлургический комбинат",NA,"до"
"1277","Редин",2014,2019,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"1278","Редин",2019,2021,"Работа","Челябинск, Челябинская область, РФ","Федерация бокса Челябинской области",NA,"после"
"1279","Гаттаров",1977,NA,"Родился","Большой Куяш, Челябинская область, РФ",NA,NA,"до"
"1280","Гаттаров",1983,1994,"Учеба","Большой Куяш, Челябинская область, РФ","Куяшская средняя школа",NA,"до"
"1281","Гаттаров",1994,1999,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Автотракторный факультет","до"
"1282","Гаттаров",1999,2002,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Кафедра «Теория и методика физической культуры и спорта»","до"
"1283","Гаттаров",2002,2008,"Работа","Челябинск, Челябинская область, РФ","ЮУрГУ","Физкультурно-спортивный клуб","до"
"1284","Гаттаров",2003,2005,"Работа","Челябинск, Челябинская область, РФ","ЮУрГУ","Кафедра «Теория и методика физической культуры и спорта»","до"
"1285","Гаттаров",2005,2010,"Работа","Челябинск, Челябинская область, РФ","ЮУрГУ","Кафедра ""Спортивное совершенствование""","до"
"1286","Гаттаров",2005,2010,"Работа","Челябинск, Челябинская область, РФ","ЮУрГУ","Ректорат","до"
"1287","Гаттаров",2005,2008,"Работа","Челябинск, Челябинская область, РФ","Молодая гвардия",NA,"до"
"1288","Гаттаров",2005,2010,"Работа","Челябинск, Челябинская область, РФ","Законодательное Собрание","Фракция Единая Россия","до"
"1289","Гаттаров",2010,2014,"Работа","Москва, РФ","Совет Федерации",NA,"до"
"1290","Гаттаров",2014,2019,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"1291","Голицын",1970,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1292","Голицын",1987,1988,"Работа","Челябинск, Челябинская область, РФ","ЧИЗ",NA,"до"
"1293","Голицын",1991,1996,"Учеба","Челябинск, Челябинская область, РФ","ЧелГУ","Исторический факультет","до"
"1294","Голицын",1997,2000,"Работа","Челябинск, Челябинская область, РФ","Администрация Челябинской области","Управление организационной и контрольной работы","до"
"1295","Голицын",2000,2009,"Работа","Челябинск, Челябинская область, РФ","Администрация Челябинской области","Управления государственной службы и противодействия коррупции","до"
"1296","Голицын",2009,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","Управление муниципальной службы и кадров","до"
"1297","Голицын",2010,2014,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","Управления государственной службы и противодействия коррупции","элита"
"1298","Голицын",2014,2019,"Работа","Челябинск, Челябинская область, РФ","Аппарат Губернатора и Правительства Челябинской области","руководство","элита"
"1299","Голицын",2019,2021,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"1300","Евдокимов",1972,NA,"Родился","Ревда, Свердловская область, РФ",NA,NA,"до"
"1301","Евдокимов",1989,1994,"Учеба","Челябинск, Челябинская область, РФ","ЧГИК",NA,"до"
"1302","Евдокимов",1992,2004,"Работа","Челябинск, Челябинская область, РФ","ООО «Коммерческие коммуникации»",NA,"до"
"1303","Евдокимов",2004,2004,"Работа","Челябинск, Челябинская область, РФ","ООО ""Азбука""",NA,"до"
"1304","Евдокимов",2005,2005,"Работа","Челябинск, Челябинская область, РФ","Администрация города","Комитет по управлению имуществом и земельными отношениями","до"
"1305","Евдокимов",2005,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","руководство_f(x)","до"
"1306","Евдокимов",2010,2012,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"1307","Евдокимов",2012,2021,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"1308","Климов",1955,NA,"Родился","Златоуст, Челябинская область, РФ",NA,NA,"до"
"1309","Климов",1972,1977,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Архитектурно-строительный факультет","до"
"1310","Климов",1980,1990,"Работа","Копейск, Челябинская область, РФ","Штаб гражданской обороны города Копейска",NA,"до"
"1311","Климов",1990,1997,"Работа","Челябинск, Челябинская область, РФ","Штаб гражданской обороны Челябинской области",NA,"до"
"1312","Климов",1997,2005,"Работа","Челябинск, Челябинская область, РФ","Главное управление по делам гражданской обороны и чрезвычайных ситуаций по Челябинской области",NA,"до"
"1313","Климов",2005,2013,"Работа","Челябинск, Челябинская область, РФ","Главное управления МЧС России по Челябинской области",NA,"до"
"1314","Климов",2014,2020,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"1315","Сушков",1969,NA,"Родился","Красный Яр,Свердловская область, РФ",NA,NA,"до"
"1316","Сушков",1986,1987,"Работа","Невьянск, Свердловская область, РФ","Типография",NA,"до"
"1317","Сушков",1987,1987,"Работа","Шурала, Невьянский район, Свердловская область, РФ","Школа",NA,"до"
"1318","Сушков",1987,1993,"Учеба","Екатеринбург, Свердловская область, РФ","УрФУ","Философский факультет","до"
"1319","Сушков",1993,1996,"Работа","Троицк, Челябинская область, РФ","Южно-Уральский государственный аграрный университет","Институт ветеринарной медицины","до"
"1320","Сушков",1993,1996,"Учеба","Екатеринбург, Свердловская область, РФ","УрГЮУ",NA,"до"
"1321","Сушков",1996,1997,"Работа","Троицк, Челябинская область, РФ","ОАО «Троицкий дизельный завод»",NA,"до"
"1322","Сушков",1997,1997,"Работа","Челябинск, Челябинская область, РФ","Фонд имущества Челябинской области",NA,"до"
"1323","Сушков",1997,2000,"Работа","Челябинск, Челябинская область, РФ","Фонд материальных ресурсов Челябинской области",NA,"до"
"1324","Сушков",2000,2010,"Работа","Челябинск, Челябинская область, РФ","Главное управление материальных ресурсов Челябинской области",NA,"до"
"1325","Сушков",2010,2012,"Работа","Челябинск, Челябинская область, РФ","Министерство сельского хозяйства",NA,"до"
"1326","Сушков",2012,2017,"Работа","Челябинск, Челябинская область, РФ","Министерство сельского хозяйства",NA,"элита"
"1327","Сушков",2017,2021,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"1328","Шаль",1967,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1329","Шаль",1987,1992,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Архитектурно-строительный факультет","до"
"1330","Шаль",1992,2007,"Работа","Челябинск, Челябинская область, РФ","ОАО «Челябэнерго»",NA,"до"
"1331","Шаль",2007,2011,"Работа","Челябинск, Челябинская область, РФ","ОАО «Уральская теплосетевая компания»",NA,"до"
"1332","Шаль",2007,2011,"Работа","Челябинск, Челябинская область, РФ","ОАО «Фортум»",NA,"до"
"1333","Шаль",2011,2012,"Работа","Москва, РФ","Министерство регионального развития","Департамент жилищно-коммунального хозяйства","до"
"1334","Шаль",2012,2013,"Работа","Москва, РФ","Госстрой","Управление коммунальной инфраструктуры","до"
"1335","Шаль",2013,2021,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","руководство","элита"
"1336","Пшеницын",1965,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1337","Пшеницын",1985,1989,"Учеба","Челябинск, Челябинская область, РФ","ЧелГУ","Исторический факультет","до"
"1338","Пшеницын",1988,1990,"Работа","Челябинск, Челябинская область, РФ","ВЛКСМ","комитет ВЛКСМ ЧелГУ","до"
"1339","Пшеницын",1991,1992,"Работа","Челябинск, Челябинская область, РФ","СП «Авеста»",NA,"до"
"1340","Пшеницын",1992,1993,"Работа","Челябинск, Челябинская область, РФ","АО «Синтез-холдинг»",NA,"до"
"1341","Пшеницын",1993,1995,"Работа","Челябинск, Челябинская область, РФ","Акционерный коммерческий банк ""Синтез"".",NA,"до"
"1342","Пшеницын",1995,1999,"Работа","Челябинск, Челябинская область, РФ","Администрация Челябинской области","Комитет по экономике","до"
"1343","Пшеницын",1995,1997,"Учеба","Челябинск, Челябинская область, РФ","ЧелГУ","Экономический факультет","до"
"1344","Пшеницын",1999,2004,"Работа","Челябинск, Челябинская область, РФ","Администрация Челябинской области","Главное финансовое управление","до"
"1345","Пшеницын",2004,2009,"Работа","Челябинск, Челябинская область, РФ","Минфин Челябинской области",NA,"до"
"1346","Пшеницын",2010,2010,"Работа","Челябинск, Челябинская область, РФ","ФОМС",NA,"до"
"1347","Пшеницын",2010,2021,"Работа","Челябинск, Челябинская область, РФ","Минфин Челябинской области",NA,"элита"
"1348","Лихачев",1956,NA,"Родился","Омск, Омская область, РФ",NA,NA,"до"
"1349","Лихачев",1974,1979,"Учеба","Омск, Омская область, РФ","Омский государственный педагогический университет","Естественно-географический факультет","до"
"1350","Лихачев",1981,1984,"Учеба","Санкт-Петербург, РФ","Российский Государственный Педагогический Университет им. А. И. Герцена","Биологический факультет","до"
"1351","Лихачев",1984,2005,"Работа","Омск, Омская область, РФ","Омский государственный педагогический университет","кафедра зоологии","до"
"1352","Лихачев",2005,2011,"Работа","Челябинск, Челябинская область, РФ","Южно-Уральский государственный гуманитарно-педагогический университет","кафедра зоологии","до"
"1353","Лихачев",2011,2021,"Работа","Челябинск, Челябинская область, РФ","ЧелГУ","Факультет экологии","до"
"1354","Лихачев",2018,2021,"Работа","Челябинск, Челябинская область, РФ","Министерство экологии",NA,"элита"
"1355","Смольников",1974,NA,"Родился","Усть-Катав, Челябинская область, РФ",NA,NA,"до"
"1356","Смольников",1991,1996,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Архитектурно-строительный факультет","до"
"1357","Смольников",1996,1997,"Работа","Златоуст, Челябинская область, РФ","ОАО «Златоустовский металлургический завод»",NA,"до"
"1358","Смольников",1997,2006,"Работа","Усть-Катав, Челябинская область, РФ","Администрация города",NA,"до"
"1359","Смольников",2006,2013,"Работа","Сатка, Челябинская область, РФ","Администрация Саткинского района",NA,"до"
"1360","Смольников",2013,2014,"Работа","Челябинск, Челябинская область, РФ","Министерство строительства, инфраструктуры и дорожного хозяйства",NA,"до"
"1361","Смольников",2015,2015,"Работа","Челябинск, Челябинская область, РФ","Министерство дорожного хозяйства и транспорта",NA,"до"
"1362","Смольников",2015,2015,"Работа","Челябинск, Челябинская область, РФ","Министерство экономического развития",NA,"до"
"1363","Смольников",2015,2019,"Работа","Челябинск, Челябинская область, РФ","Министерство экономического развития",NA,"элита"
"1364","Смольников",2019,2020,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","советник губернатора","элита"
"1365","Смольников",2020,2021,"Работа","Ростов-на-Дону, Ростовская область, РФ","АО «Трансмашхолдинг»",NA,"после"
"1366","Тупикин",1956,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1367","Тупикин",1973,1978,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Архитектурно-строительный факультет","до"
"1368","Тупикин",1978,1979,"Работа","Челябинск, Челябинская область, РФ","СУ «Спецстрой-2»",NA,"до"
"1369","Тупикин",1981,1992,"Работа","Челябинск, Челябинская область, РФ","СУ «Спецстрой-2»",NA,"до"
"1370","Тупикин",1992,1998,"Работа","Челябинск, Челябинская область, РФ","ЗАО «Энтос»",NA,"до"
"1371","Тупикин",1996,1998,"Работа","Челябинск, Челябинская область, РФ","Городская Дума",NA,"до"
"1372","Тупикин",1998,2005,"Работа","Челябинск, Челябинская область, РФ","Администрация города","руководство_f(x)","до"
"1373","Тупикин",2005,2006,"Работа","Москва, РФ","Министерство регионального развития РФ",NA,"до"
"1374","Тупикин",2006,2009,"Работа","Челябинск, Челябинская область, РФ","Министерство строительства, инфраструктуры и дорожного хозяйства",NA,"до"
"1375","Тупикин",2009,2014,"Работа","Челябинск, Челябинская область, РФ","Министерство строительства, инфраструктуры и дорожного хозяйства",NA,"элита"
"1376","Тупикин",2014,2020,"Работа","Челябинск, Челябинская область, РФ","Министерство строительства и инфраструктуры Челябинской области",NA,"элита"
"1377","Микулик",1974,NA,"Родился","Уфа, Республика Башкортостан, РФ",NA,NA,"до"
"1378","Микулик",1985,1991,"Учеба","Уфа, Республика Башкортостан, РФ","Уфимский государственный нефтяной технический университет",NA,"до"
"1379","Микулик",2000,2001,"Работа","Уфа, Республика Башкортостан, РФ","Уфимский государственный нефтяной технический университет","кафедра экономики и управления нефтеперерабатывающей и нефтехимической промышленности","до"
"1380","Микулик",2001,2003,"Работа","Уфа, Республика Башкортостан, РФ","ООО «Лукойл Башкирия»",NA,"до"
"1381","Микулик",2003,2008,"Работа","Уфа, Республика Башкортостан, РФ","ООО «Лукойл-Уралнефтепродукт»",NA,"до"
"1382","Микулик",2008,2010,"Работа","Уфа, Республика Башкортостан, РФ","ОАО «Башкиравтодор»",NA,"до"
"1383","Микулик",2010,2012,"Работа","Уфа, Республика Башкортостан, РФ","Государственный комитет Республики Башкортостан по транспорту и дорожному хозяйству",NA,"до"
"1384","Микулик",2012,2014,"Работа","Уфа, Республика Башкортостан, РФ","ОАО «Инвесткапиталбанк»",NA,"до"
"1385","Микулик",2014,2015,"Работа","Уфа, Республика Башкортостан, РФ","МУП «Центр недвижимости городского округа г. Уфа Республика Башкортостан»",NA,"до"
"1386","Микулик",2015,2015,"Работа","Владимир, Владимирская область, РФ","Администрация Владимирской области","департамент инновационного развития и импортозамещения","до"
"1387","Микулик",2015,2016,"Работа","Челябинск, Челябинская область, РФ","Министерство дорожного хозяйства и транспорта",NA,"до"
"1388","Микулик",2016,2019,"Работа","Челябинск, Челябинская область, РФ","Министерство дорожного хозяйства и транспорта",NA,"элита"
"1389","Бобраков",1981,NA,"Родился","Магнитогорск, Челябинская область, РФ",NA,NA,"до"
"1390","Бобраков",1998,2003,"Учеба","Магнитогорск, Челябинская область, РФ","Магнитогорский государственный технический университет","Институт металлургии, машиностроения и материалообработки","до"
"1391","Бобраков",2003,2011,"Работа","Магнитогорск, Челябинская область, РФ","Магнитогорский металлургический комбинат",NA,"до"
"1392","Бобраков",2011,2014,"Работа","Москва, РФ","Государственная Дума","Фракция Единая Россия","до"
"1393","Бобраков",2014,2015,"Работа","Челябинск, Челябинская область, РФ","Министерство промышленности и природных ресурсов",NA,"элита"
"1394","Бобраков",2015,2019,"Работа","Челябинск, Челябинская область, РФ","Министерство имущества и природных ресурсов",NA,"элита"
"1395","Бобраков",2019,2019,"Работа","Челябинск, Челябинская область, РФ","Министерство промышленности, новых технологий и природных ресурсов",NA,"элита"
"1396","Бобраков",2019,2021,"Работа","Челябинск, Челябинская область, РФ","ОГУП «Областной центр технической инвентаризации по Челябинской области»",NA,"после"
"1397","Кобылин",1978,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1398","Кобылин",1997,1998,"Работа","Магнитогорск, Челябинская область, РФ","ЗАО МКХП «СИТНО»",NA,"до"
"1399","Кобылин",1998,1999,"Работа","Берсеневка, Челябинская область, РФ","АОЗТ «Берсенёвское»",NA,"до"
"1400","Кобылин",1999,2000,"Работа","Челябинск, Челябинская область, РФ","ЗАО «Совхоз Каштакский»",NA,"до"
"1401","Кобылин",1996,2001,"Учеба","Троицк, Челябинская область, РФ","Южно-Уральский государственный аграрный университет",NA,"до"
"1402","Кобылин",2002,2004,"Работа","Челябинск, Челябинская область, РФ","Главное управление сельского хозяйства и продовольствия Челябинской области",NA,"до"
"1403","Кобылин",2004,2017,"Работа","Челябинск, Челябинская область, РФ","Министерство сельского хозяйства",NA,"до"
"1404","Кобылин",2018,2021,"Работа","Челябинск, Челябинская область, РФ","Министерство сельского хозяйства",NA,"элита"
"1405","Приколотин",1972,NA,"Родился","Сочи, Краснодарский край, РФ",NA,NA,"до"
"1406","Приколотин",1989,1990,"Работа","Сочи, Краснодарский край, РФ","Адлерская детская поликлиника",NA,"до"
"1407","Приколотин",1991,1996,"Учеба","Челябинск, Челябинская область, РФ","Южно-Уральский государственный медицинский университет","Педиатрический факультет","до"
"1408","Приколотин",1997,1999,"Учеба","Челябинск, Челябинская область, РФ","Южно-Уральский государственный медицинский университет","Клиническая ординатура","до"
"1409","Приколотин",1992,1993,"Работа","Челябинск, Челябинская область, РФ","Городская клиническая больница скорой медицинской помощи",NA,"до"
"1410","Приколотин",1993,1999,"Работа","Челябинск, Челябинская область, РФ","Городская станция скорой медицинской помощи",NA,"до"
"1411","Приколотин",1999,2005,"Работа","Челябинск, Челябинская область, РФ","Городская больница № 3",NA,"до"
"1412","Приколотин",2005,2012,"Работа","Челябинск, Челябинская область, РФ","Станция скорой медицинской помощи",NA,"до"
"1413","Приколотин",2012,2016,"Работа","Миасс, Челябинская область, РФ","Управление здравоохранения",NA,"до"
"1414","Приколотин",2016,2016,"Работа","Миасс, Челябинская область, РФ","Городская больница № 3",NA,"до"
"1415","Приколотин",2016,2018,"Работа","Челябинск, Челябинская область, РФ","Министерство здравоохранения",NA,"до"
"1416","Приколотин",2018,2019,"Работа","Челябинск, Челябинская область, РФ","Министерство здравоохранения",NA,"элита"
"1417","Приколотин",2019,2021,"Работа","Златоуст, Челябинская область, РФ","Городская больница",NA,"после"
"1418","Кузнецов",1964,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1419","Кузнецов",1981,1986,"Учеба","Челябинск, Челябинская область, РФ","ЧелГУ","Исторический факультет","до"
"1420","Кузнецов",1986,1986,"Работа","Челябинск, Челябинская область, РФ","Гимназия № 93",NA,"до"
"1421","Кузнецов",1988,1992,"Работа","Челябинск, Челябинская область, РФ","Средняя школа N 115",NA,"до"
"1422","Кузнецов",1992,2005,"Работа","Челябинск, Челябинская область, РФ","Средняя школа N 41",NA,"до"
"1423","Кузнецов",2005,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","Управление по делам образования","до"
"1424","Кузнецов",2010,2021,"Работа","Челябинск, Челябинская область, РФ","Министерство образования",NA,"элита"
"1425","Никитина",1971,NA,"Родился","Новокубанск, Краснодарский край, РФ",NA,NA,"до"
"1426","Никитина",1991,1994,"Работа","Челябинск, Челябинская область, РФ","Челябинский центр по начислению и выплате пенсий и пособий",NA,"до"
"1427","Никитина",1995,1997,"Работа","Челябинск, Челябинская область, РФ","Государственный центр социальной помощи",NA,"до"
"1428","Никитина",1997,2004,"Работа","Челябинск, Челябинская область, РФ","Главное управление социальной защиты населения Челябинской области",NA,"до"
"1429","Никитина",2004,2011,"Работа","Челябинск, Челябинская область, РФ","Министерство социальных отношений",NA,"до"
"1430","Никитина",1997,2002,"Учеба","Челябинск, Челябинская область, РФ","ЧелГУ","неизвестно","до"
"1431","Никитина",2011,2014,"Работа","Челябинск, Челябинская область, РФ","МЧС РФ","Управление по радиационной реабилитации Уральского региона","до"
"1432","Никитина",2014,2019,"Работа","Челябинск, Челябинская область, РФ","Министерство социальных отношений",NA,"элита"
"1433","Бетехтин",1966,NA,"Родился","Мокроусово,  Курганская область, РФ",NA,NA,"до"
"1434","Бетехтин",1983,1985,"Учеба","Челябинск, Челябинская область, РФ","ЧГИК",NA,"до"
"1435","Бетехтин",1987,1990,"Учеба","Челябинск, Челябинская область, РФ","ЧГИК",NA,"до"
"1436","Бетехтин",1990,1991,"Работа","Челябинск, Челябинская область, РФ","ДК ""Смена""",NA,"до"
"1437","Бетехтин",1991,1992,"Работа","Челябинск, Челябинская область, РФ","Челябинский государственный драматический Камерный театр",NA,"до"
"1438","Бетехтин",1992,1995,"Работа","Челябинск, Челябинская область, РФ","ТОО ""Уральский международный культурный центр""",NA,"до"
"1439","Бетехтин",1992,1995,"Учеба","Москва, РФ","ГИТИС","Высшая школа деятелей сценического искусства","до"
"1440","Бетехтин",1995,1996,"Работа","Челябинск, Челябинская область, РФ","Челябинский государственный драматический Камерный театр",NA,"до"
"1441","Бетехтин",1996,2001,"Работа","Челябинск, Челябинская область, РФ","Челябинский государственный театр кукол",NA,"до"
"1442","Бетехтин",2001,2002,"Работа","Челябинск, Челябинская область, РФ","Челябинское государственное концертное объединение",NA,"до"
"1443","Бетехтин",2002,2003,"Работа","Сочи, Краснодарский край, РФ","Администрация Адлерского района","отдел культуры","до"
"1444","Бетехтин",2002,2004,"Работа","Сочи, Краснодарский край, РФ","Сочинская камерная филармония",NA,"до"
"1445","Бетехтин",2004,2009,"Работа","Челябинск, Челябинская область, РФ","Министерство культуры",NA,"до"
"1446","Бетехтин",2009,2010,"Работа","Сочи, Краснодарский край, РФ","Сочинская камерная филармония",NA,"до"
"1447","Бетехтин",2010,2021,"Работа","Челябинск, Челябинская область, РФ","Министерство культуры",NA,"элита"
"1448","Одер",1957,NA,"Родился","Магнитогорск, Челябинская область, РФ",NA,NA,"до"
"1449","Одер",1973,1978,"Учеба","Магнитогорск, Челябинская область, РФ","Магнитогорский государственный университет","Факультет педагогики","до"
"1450","Одер",1978,1997,"Работа","Магнитогорск, Челябинская область, РФ","Магнитогорский металлургический комбинат",NA,"до"
"1451","Одер",1997,2007,"Работа","Магнитогорск, Челябинская область, РФ","Администрация города","Управление по физической культуре, спорту и туризму","до"
"1452","Одер",2007,2008,"Работа","Челябинск, Челябинская область, РФ","Главное управление по физической культуре, спорту и туризму Челябинской области",NA,"до"
"1453","Одер",2008,2014,"Работа","Челябинск, Челябинская область, РФ","Министерство физической культуры, спорта и туризма",NA,"до"
"1454","Одер",2014,2020,"Работа","Челябинск, Челябинская область, РФ","Министерство физической культуры, спорта и туризма",NA,"элита"
"1455","Козлов",1974,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1456","Козлов",1991,1996,"Учеба","Челябинск, Челябинская область, РФ","ЮУрГУ","Факультет компьютерных технологий, управления и радиоэлектроники","до"
"1457","Козлов",1997,2002,"Работа","Челябинск, Челябинская область, РФ","Администрация Челябинской области","неизвестно","до"
"1458","Козлов",2002,2011,"Работа","Челябинск, Челябинская область, РФ","Правительство Челябинской области","Комитет информационного и программного обеспечения","до"
"1459","Козлов",2011,2014,"Работа","Челябинск, Челябинская область, РФ","Министерство информационных технологий и связи",NA,"до"
"1460","Козлов",2014,2020,"Работа","Челябинск, Челябинская область, РФ","Министерство информационных технологий и связи",NA,"элита"
"1461","Козлов",2020,2021,"Работа","Москва, РФ","Министерство строительства и ЖКХ РФ",NA,"после"
"1462","Кучиц",1978,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1463","Кучиц",1995,2000,"Учеба","Челябинск, Челябинская область, РФ","Уральский социально-экономический институт",NA,"до"
"1464","Кучиц",1995,1996,"Работа","Челябинск, Челябинская область, РФ","ОАО «Челябинский тракторный завод»",NA,"до"
"1465","Кучиц",1996,2001,"Работа","Челябинск, Челябинская область, РФ","ОАО «Челябэнерго»",NA,"до"
"1466","Кучиц",2001,2007,"Работа","Челябинск, Челябинская область, РФ","Уральский социально-экономический институт",NA,"до"
"1467","Кучиц",2007,2013,"Работа","Челябинск, Челябинская область, РФ","Государственный комитет «Единый тарифный орган Челябинской области»",NA,"до"
"1468","Кучиц",2013,2015,"Работа","Челябинск, Челябинская область, РФ","Государственный комитет «Единый тарифный орган Челябинской области»",NA,"элита"
"1469","Кучиц",2015,2021,"Работа","Челябинск, Челябинская область, РФ","Министерство тарифного регулирования и энергетики",NA,"элита"
"1470","Савченко",1969,NA,"Родился","Челябинск, Челябинская область, РФ",NA,NA,"до"
"1471","Савченко",1986,1988,"Работа","Челябинск, Челябинская область, РФ","Уралремстроймонтаж",NA,"до"
"1472","Савченко",1988,1990,"Военная служба","Закавказский ВО","МВД СССР",NA,"до"
"1473","Савченко",1990,1993,"Работа","Челябинск, Челябинская область, РФ","Государственная налоговая инспекция",NA,"до"
"1474","Савченко",1993,2003,"Работа","Челябинск, Челябинская область, РФ","Федеральная служба налоговой полиции",NA,"до"
"1475","Савченко",2003,2016,"Работа","Челябинск, Челябинская область, РФ","ФСКН России",NA,"до"
"1476","Савченко",2016,2018,"Работа","Челябинск, Челябинская область, РФ","Министерство общественной безопасности",NA,"элита"
"1477","Савченко",2020,2021,"Работа","Челябинск, Челябинская область, РФ","ООО «Интерсвязь»",NA,"после"
"1478","Шепилов",1979,NA,"Родился","Новосибирск, Новосибирская область, РФ",NA,NA,"до"
"1479","Шепилов",1997,2002,"Учеба","Новосибирск, Новосибирская область, РФ","НГУ","Факультет естественных наук","до"
"1480","Шепилов",1999,2002,"Работа","Новосибирск, Новосибирская область, РФ","Государственный научный центр вирусологии и биотехнологии «Вектор»",NA,"до"
"1481","Шепилов",2002,2004,"Работа","Новосибирск, Новосибирская область, РФ","НГУ","кафедра клинической медицины","до"
"1482","Шепилов",2004,2008,"Работа","Новосибирск, Новосибирская область, РФ","Управление по делам молодежи Новосибирской области",NA,"до"
"1483","Шепилов",2008,2010,"Работа","Москва, РФ","Молодая гвардия",NA,"до"
"1484","Шепилов",2010,2014,"Работа","Москва, РФ","Совет Федерации",NA,"до"
"1485","Шепилов",2014,2019,"Работа","Челябинск, Челябинская область, РФ","Постпредство Челябинской области при Правительстве РФ",NA,"элита"
"1486","Шепилов",2019,2021,"Работа","Москва, РФ","Агентство стратегических инициатив",NA,"после"
"1487","Алексеев",1995,1998,"Учеба","Челябинск, Челябинская область, РФ","Челябинский автотранспортный техникум",NA,"до"
"1488","Алексеев",1998,2003,"Учеба","Троицк, Челябинская область, РФ","Южно-Уральский государственный аграрный университет",NA,"до"
"1489","Алексеев",2003,2008,"Работа","Челябинск, Челябинская область, РФ","ЗАО ""Торговый дом Уралнефтепродукт""",NA,"до"
"1490","Алексеев",2008,2010,"Работа","Челябинск, Челябинская область, РФ","Администрация города","МУ Информационно-аналитический центр","до"
"1491","Алексеев",2006,2009,"Работа","Челябинск, Челябинская область, РФ","Общественная палата Челябинской области",NA,"до"
"1492","Алексеев",2010,2014,"Работа","Челябинск, Челябинская область, РФ","Администрация Губернатора Челябинской области","руководство","элита"
"1493","Алексеев",2014,2015,"Работа","Челябинск, Челябинская область, РФ","Управление делами Правительства Челябинской области",NA,"элита"
"1494","Алексеев",2015,2020,"Работа","Челябинск, Челябинская область, РФ","Управление делами правительства и губернатора Челябинской области",NA,"элита"
